X,Y_fit
100.0,0.004581735305535546
101.0,0.004567169776639732
102.0,0.004552793375663733
103.0,0.0045386018284530915
104.0,0.004524590997748207
105.0,0.004510756877533647
106.0,0.004497095587671952
107.0,0.004483603368805139
108.0,0.004470276577508119
109.0,0.004457111681679443
110.0,0.00444410525615564
111.0,0.004431253978536424
112.0,0.004418554625208796
113.0,0.004406004067558911
114.0,0.004393599268361258
115.0,0.004381337278335372
116.0,0.004369215232860937
117.0,0.004357230348842696
118.0,0.004345379921717109
119.0,0.004333661322593222
120.0,0.004322071995520661
121.0,0.004310609454878071
122.0,0.004299271282875773
123.0,0.004288055127166724
124.0,0.004276958698560271
125.0,0.004265979768833469
126.0,0.004255116168635059
127.0,0.004244365785477493
128.0,0.004233726561812636
129.0,0.004223196493187038
130.0,0.004212773626472898
131.0,0.004202456058171058
132.0,0.0041922419327825675
133.0,0.0041821294412455615
134.0,0.004172116819434344
135.0,0.0041622023467177815
136.0,0.004152384344574217
137.0,0.004142661175260324
138.0,0.004133031240531384
139.0,0.004123492980410682
140.0,0.0041140448720057635
141.0,0.004104685428369482
142.0,0.004095413197403799
143.0,0.004086226760804486
144.0,0.004077124733044887
145.0,0.004068105760397067
146.0,0.004059168519988711
147.0,0.004050311718894224
148.0,0.004041534093258595
149.0,0.004032834407452597
150.0,0.004024211453258033
151.0,0.004015664049081743
152.0,0.004007191039197187
153.0,0.003998791293012454
154.0,0.0039904637043636235
155.0,0.003982207190832423
156.0,0.003974020693087214
157.0,0.003965903174246354
158.0,0.003957853619263044
159.0,0.003949871034330802
160.0,0.003941954446308742
161.0,0.003934102902165893
162.0,0.003926315468443801
163.0,0.003918591230736701
164.0,0.003910929293188601
165.0,0.003903328778006599
166.0,0.0038957888249898445
167.0,0.0038883085910735235
168.0,0.003880887249887322
169.0,0.003873523991327815
170.0,0.003866218021144261
171.0,0.0038589685605373127
172.0,0.003851774845770162
173.0,0.0038446361277916677
174.0,0.0038375516718710274
175.0,0.003830520757243581
176.0,0.0038235426767673332
177.0,0.00381661673658983
178.0,0.003809742255825004
179.0,0.0038029185662396426
180.0,0.003796145011949143
181.0,0.0037894209491222265
182.0,0.003782745745694298
183.0,0.0037761187810891566
184.0,0.0037695394459487655
185.0,0.0037630071418708073
186.0,0.003756521281153763
187.0,0.003750081286549252
188.0,0.0037436865910213946
189.0,0.0037373366375129625
190.0,0.003731030878718086
191.0,0.0037247687768613025
192.0,0.003718549803482746
193.0,0.0037123734392292564
194.0,0.0037062391736512354
195.0,0.0037001465050050548
196.0,0.00369409494006083
197.0,0.0036880839939154035
198.0,0.003682113189810353
199.0,0.0036761820589548792
200.0,0.0036702901403534095
201.0,0.0036644369806377746
202.0,0.003658622133903812
203.0,0.0036528451615522556
204.0,0.003647105632133789
205.0,0.003641403121198118
206.0,0.0036357372111469523
207.0,0.0036301074910907727
208.0,0.003624513556709263
209.0,0.003618955010115305
210.0,0.0036134314597224245
211.0,0.0036079425201155785
212.0,0.003602487811925201
213.0,0.003597066961704388
214.0,0.00359167960180915
215.0,0.003586325370281626
216.0,0.003581003910736184
217.0,0.0035757148722483107
218.0,0.003570457909246226
219.0,0.003565232681405126
220.0,0.003560038853543995
221.0,0.003554876095524899
222.0,0.0035497440821546994
223.0,0.0035446424930891157
224.0,0.0035395710127390685
225.0,0.003534529330179241
226.0,0.0035295171390587942
227.0,0.003524534137514184
228.0,0.003519580028084006
229.0,0.0035146545176258323
230.0,0.003509757317234964
231.0,0.003504888142165067
232.0,0.003500046711750623
233.0,0.003495232749331161
234.0,0.003490445982177205
235.0,0.0034856861414179104
236.0,0.0034809529619703257
237.0,0.0034762461824702495
238.0,0.0034715655452046325
239.0,0.0034669107960454875
240.0,0.0034622816843852696
241.0,0.0034576779630736748
242.0,0.003453099388355844
243.0,0.00344854571981191
244.0,0.0034440167202978724
245.0,0.003439512155887751
246.0,0.0034350317958169985
247.0,0.003430575412427131
248.0,0.0034261427811115457
249.0,0.003421733680262503
250.0,0.0034173478912192315
251.0,0.003412985198217142
252.0,0.003408645388338108
253.0,0.003404328251461801
254.0,0.003400033580218035
255.0,0.0033957611699401216
256.0,0.0033915108186191797
257.0,0.0033872823268594064
258.0,0.0033830754978342622
259.0,0.003378890137243559
260.0,0.003374726053271433
261.0,0.003370583056545167
262.0,0.0033664609600948547
263.0,0.0033623595793138843
264.0,0.0033582787319202125
265.0,0.003354218237918421
266.0,0.003350177919562537
267.0,0.003346157601319585
268.0,0.003342157109833874
269.0,0.0033381762738919846
270.0,0.0033342149243884506
271.0,0.003330272894292112
272.0,0.003326350018613131
273.0,0.003322446134370648
274.0,0.0033185610805610676
275.0,0.00331469469812696
276.0,0.0033108468299265603
277.0,0.003307017320703857
278.0,0.003303206017059251
279.0,0.003299412767420777
280.0,0.00329563742201587
281.0,0.0032918798328436696
282.0,0.0032881398536478462
283.0,0.003284417339889937
284.0,0.0032807121487231847
285.0,0.0032770241389668635
286.0,0.0032733531710810878
287.0,0.0032696991071420756
288.0,0.003266061810817888
289.0,0.0032624411473445997
290.0,0.003258836983502915
291.0,0.003255249187595213
292.0,0.003251677629423004
293.0,0.003248122180264805
294.0,0.003244582712854408
295.0,0.0032410591013595476
296.0,0.0032375512213609465
297.0,0.0032340589498317403
298.0,0.003230582165117268
299.0,0.0032271207469152254
300.0,0.003223674576256168
301.0,0.003220243535484359
302.0,0.0032168275082389585
303.0,0.0032134263794355374
304.0,0.003210040035247921
305.0,0.003206668363090347
306.0,0.0032033112515999335
307.0,0.003199968590619452
308.0,0.003196640271180398
309.0,0.0031933261854863552
310.0,0.0031900262268966424
311.0,0.003186740289910241
312.0,0.0031834682701499997
313.0,0.003180210064347107
314.0,0.0031769655703258203
315.0,0.003173734686988469
316.0,0.00317051731430069
317.0,0.003167313353276928
318.0,0.0031641227059661693
319.0,0.00316094527543792
320.0,0.00315778096576841
321.0,0.0031546296820270337
322.0,0.003151491330263009
323.0,0.0031483658174922603
324.0,0.003145253051684515
325.0,0.0031421529417506116
326.0,0.0031390653975300153
327.0,0.0031359903297785395
328.0,0.0031329276501562598
329.0,0.0031298772712156316
330.0,0.0031268391063897956
331.0,0.00312381306998107
332.0,0.003120799077149632
333.0,0.0031177970439023738
334.0,0.003114806887081943
335.0,0.003111828524355952
336.0,0.003108861874206362
337.0,0.003105906855919033
338.0,0.003102963389573437
339.0,0.0031000313960325384
340.0,0.0030971107969328246
341.0,0.0030942015146744987
342.0,0.0030913034724118255
343.0,0.0030884165940436195
344.0,0.003085540804203889
345.0,0.0030826760282526224
346.0,0.00307982219226671
347.0,0.0030769792230310143
348.0,0.0030741470480295735
349.0,0.0030713255954369334
350.0,0.0030685147941096214
351.0,0.0030657145735777424
352.0,0.0030629248640367036
353.0,0.003060145596339066
354.0,0.0030573767019865185
355.0,0.0030546181131219656
356.0,0.0030518697625217467
357.0,0.0030491315835879567
358.0,0.0030464035103408916
359.0,0.003043685477411601
360.0,0.0030409774200345547
361.0,0.0030382792740404085
362.0,0.0030355909758488916
363.0,0.0030329124624617816
364.0,0.003030243671455995
365.0,0.0030275845409767728
366.0,0.0030249350097309637
367.0,0.0030222950169804114
368.0,0.003019664502535429
369.0,0.003017043406748376
370.0,0.0030144316705073212
371.0,0.003011829235229798
372.0,0.003009236042856655
373.0,0.0030066520358459836
374.0,0.0030040771571671417
375.0,0.0030015113502948575
376.0,0.0029989545592034182
377.0,0.0029964067283609398
378.0,0.0029938678027237185
379.0,0.0029913377277306624
380.0,0.002988816449297797
381.0,0.002986303913812854
382.0,0.00298380006812993
383.0,0.0029813048595642225
384.0,0.0029788182358868364
385.0,0.0029763401453196665
386.0,0.0029738705365303444
387.0,0.0029714093586272624
388.0,0.002968956561154657
389.0,0.0029665120940877703
390.0,0.002964075907828067
391.0,0.002961647953198522
392.0,0.0029592281814389714
393.0,0.0029568165442015295
394.0,0.0029544129935460575
395.0,0.0029520174819357065
396.0,0.002949629962232513
397.0,0.0029472503876930506
398.0,0.00294487871196415
399.0,0.002942514889078665
400.0,0.0029401588734513026
401.0,0.002937810619874505
402.0,0.0029354700835143867
403.0,0.002933137219906726
404.0,0.0029308119849530087
405.0,0.0029284943349165227
406.0,0.0029261842264185086
407.0,0.0029238816164343525
408.0,0.0029215864622898356
409.0,0.0029192987216574307
410.0,0.0029170183525526437
411.0,0.002914745313330409
412.0,0.0029124795626815233
413.0,0.0029102210596291312
414.0,0.0029079697635252554
415.0,0.0029057256340473694
416.0,0.0029034886311950147
417.0,0.0029012587152864627
418.0,0.0028990358469554167
419.0,0.0028968199871477578
420.0,0.0028946110971183317
421.0,0.002892409138427774
422.0,0.002890214072939379
423.0,0.002888025862816007
424.0,0.002885844470517026
425.0,0.0028836698587953002
426.0,0.002881501990694208
427.0,0.0028793408295447005
428.0,0.002877186338962398
429.0,0.002875038482844722
430.0,0.0028728972253680585
431.0,0.0028707625309849624
432.0,0.002868634364421393
433.0,0.0028665126906739836
434.0,0.0028643974750073454
435.0,0.002862288682951405
436.0,0.0028601862802987723
437.0,0.0028580902331021415
438.0,0.0028560005076717246
439.0,0.002853917070572716
440.0,0.0028518398886227866
441.0,0.002849768928889607
442.0,0.0028477041586884044
443.0,0.0028456455455795455
444.0,0.00284359305736615
445.0,0.0028415466620917325
446.0,0.0028395063280378706
447.0,0.002837472023721905
448.0,0.00283544371789466
449.0,0.002833421379538203
450.0,0.002831404977863613
451.0,0.0028293944823087947
452.0,0.0028273898625363015
453.0,0.002825391088431197
454.0,0.0028233981300989316
455.0,0.002821410957863253
456.0,0.002819429542264134
457.0,0.0028174538540557247
458.0,0.002815483864204338
459.0,0.002813519543886442
460.0,0.002811560864486693
461.0,0.0028096077975959784
462.0,0.002807660315009488
463.0,0.002805718388724807
